Year;Primary County;Dual Eligible;Major Diagnostic Category;Episode Disease Category;Beneficiaries with Condition;Beneficiaries with Admissions;Total Inpatient Admissions;Beneficiaries with ER Visits;Total ER Visits
2014;Richmond;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;185;152;368;76;253
2014;Clinton;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;186;96;146;75;157
2014;Niagara;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;186;139;320;134;518
2014;Warren;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;186;66;104;77;271
2014;Wayne;Dual;Diseases And Disordes Of The Respiratory System;Asthma;186;80;111;92;263
2014;Westchester;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;186;70;162;96;314
2014;Cattaraugus;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;187;131;190;84;200
2014;Cayuga;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;187;76;112;99;313
2014;Erie;Dual;Substance Abuse;Other Significant Drug Abuse;187;95;181;106;464
2014;Monroe;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;187;116;331;113;454
2014;Monroe;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;187;126;211;96;316
2014;Oswego;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;187;73;151;98;413
2014;Rensselaer;Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;187;119;201;94;363
2014;St Lawrence;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;187;79;128;79;214
2014;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;187;125;303;116;473
2014;Erie;Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;188;35;75;71;263
2014;Livingston;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;188;81;111;48;102
2014;Monroe;Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;188;69;101;73;218
2014;Niagara;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;188;134;308;117;405
2014;Putnam;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;188;84;210;117;324
2014;St Lawrence;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;188;114;253;131;568
2014;Suffolk;Non-Dual;Diseases And Disordes Of The Respiratory System;Major Respiratory Anomalies;188;121;280;82;186
2014;Washington;Non-Dual;Substance Abuse;Other Significant Drug Abuse;188;62;126;88;238
2014;Wayne;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;188;76;145;103;272
2014;Westchester;Non-Dual;Diseases And Disordes Of The Respiratory System;Tracheostomy Status;188;121;332;80;176
2014;Bronx;Dual;Diabetes Mellitus;Diabetic Coma;189;165;373;65;161
2014;Broome;Dual;Substance Abuse;Chronic Alcohol Abuse;189;114;163;101;379
2014;Cattaraugus;Non-Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;189;140;251;125;474
2014;Erie;Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;189;26;41;69;190
2014;Essex;Dual;Mental Diseases And Disorders;Depression;189;57;75;93;286
2014;Niagara;Dual;Substance Abuse;Chronic Alcohol Abuse;189;107;159;97;305
2014;Niagara;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;189;80;163;105;443
2014;Oneida;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;189;112;163;73;241
2014;Tioga;Non-Dual;Mental Diseases And Disorders;Schizophrenia;189;29;59;65;176
2014;Albany;Dual;HIV Infection;HIV Disease;190;43;73;76;260
2014;Columbia;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;190;120;189;68;181
2014;Oswego;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;190;41;67;67;167
2014;Oswego;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;190;78;134;98;223
2014;Putnam;Dual;Mental Diseases And Disorders;Depression;190;70;101;54;112
2014;Saratoga;Dual;Diabetes Mellitus;Diabetic Neuropathy;190;82;141;69;235
2014;Clinton;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;191;80;149;100;289
2014;Greene;Non-Dual;Substance Abuse;Other Significant Drug Abuse;191;68;124;98;276
2014;Kings;Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;191;68;121;66;156
2014;Orleans;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;191;51;100;84;273
2014;Allegany;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;192;27;51;86;187
2014;Dutchess;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;192;110;266;111;429
2014;Fulton;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;192;95;141;73;167
2014;Monroe;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Pulmonary Hypertension;192;160;429;110;419
2014;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;192;104;237;104;328
2014;Oswego;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;192;108;266;136;507
2014;Steuben;Dual;Diseases And Disordes Of The Respiratory System;Asthma;192;69;94;97;296
2014;Sullivan;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;192;95;126;72;194
2014;Allegany;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;193;96;126;91;206
2014;Madison;Non-Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;193;58;119;121;478
2014;Tioga;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;193;92;148;84;216
2014;Ulster;Non-Dual;Substance Abuse;Delirium Tremens;193;186;464;139;562
2014;Albany;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;194;36;79;122;357
2014;Lewis;Non-Dual;Diabetes Mellitus;Diabetes;194;34;75;82;263
2014;Monroe;Non-Dual;Diabetes Mellitus;Diabetic Ketoacidosis;194;172;438;125;723
2014;Orleans;Dual;Mental Diseases And Disorders;Depression;194;70;97;78;203
2014;Sullivan;Non-Dual;Substance Abuse;Cocaine Abuse;194;111;219;127;413
2014;Livingston;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;195;58;110;92;259
2014;Oswego;Non-Dual;Substance Abuse;Cocaine Abuse;195;116;250;103;351
2014;Schuyler;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;195;40;71;114;375
2014;Steuben;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;195;80;117;96;337
2014;Warren;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;195;81;133;73;236
2014;Albany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;201;126;272;118;492
2014;Washington;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;195;61;98;88;222
2014;Albany;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;196;120;280;112;373
2014;Clinton;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;196;140;220;80;168
2014;Essex;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;196;82;164;113;431
2014;Livingston;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;196;54;96;118;437
2014;Madison;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;196;129;262;145;770
2014;Niagara;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;196;117;168;83;228
2014;Oneida;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;196;58;90;80;321
2014;Onondaga;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;196;144;321;133;817
2014;Ontario;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;196;125;180;81;218
2014;Orange;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Ventricular and Atrial Septal Defects;196;99;157;65;134
2014;Orange;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;196;123;292;116;506
2014;Oswego;Non-Dual;Diseases And Disordes Of The Respiratory System;Status Asthmaticus;196;45;70;90;194
2014;Westchester;Non-Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;196;95;280;89;212
2014;Allegany;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;197;80;152;111;376
2014;Fulton;Dual;Diseases And Disordes Of The Respiratory System;Asthma;197;69;104;106;362
2014;Onondaga;Non-Dual;Substance Abuse;Drug Abuse Related Diagnoses;197;154;508;159;1,216
2014;Schenectady;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;197;175;389;139;673
2014;Yates;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;197;32;52;115;430
2014;Dutchess;Dual;Mental Diseases And Disorders;Major Personality Disorders;198;109;185;95;368
2014;Genesee;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;198;75;178;122;472
2014;Montgomery;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;198;93;128;58;138
2014;Sullivan;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;198;57;112;111;412
2014;Albany;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;199;87;156;72;267
2014;Orange;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Device Status;199;127;177;80;220
2014;Seneca;Dual;Mental Diseases And Disorders;Depression;199;71;103;74;175
2014;Seneca;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;199;48;67;102;305
2014;Washington;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;199;91;152;55;145
2014;Cayuga;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;200;85;207;106;372
2014;Chemung;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;200;64;116;79;273
2014;Livingston;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;200;76;139;113;335
2014;Madison;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;200;106;173;83;203
2014;Montgomery;Non-Dual;Substance Abuse;Other Significant Drug Abuse;200;77;163;117;410
2014;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiomyopathy;200;105;290;102;500
2014;Wyoming;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;200;36;96;100;443
2014;Cayuga;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;201;110;170;76;269
2014;Jefferson;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;201;69;159;126;437
2014;Madison;Non-Dual;Substance Abuse;Other Significant Drug Abuse;201;102;208;123;604
2014;Dutchess;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;202;152;211;88;208
2014;Essex;Non-Dual;Mental Diseases And Disorders;Schizophrenia;202;47;80;114;385
2014;Richmond;Non-Dual;Substance Abuse;Delirium Tremens;202;199;1,080;151;1,097
2014;Columbia;Non-Dual;Substance Abuse;Other Significant Drug Abuse;203;72;145;110;361
2014;Dutchess;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;203;117;298;149;718
2014;Dutchess;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;203;173;565;145;761
2014;Genesee;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;203;96;131;69;198
2014;New York;Non-Dual;Diseases And Disordes Of The Respiratory System;Major Respiratory Anomalies;203;144;292;114;286
2014;Westchester;Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;203;100;208;100;288
2014;Delaware;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;204;86;120;97;246
2014;Kings;Non-Dual;Newborns And Other Neonates;Prematurity - Birthweight < 750 Grams;204;142;234;77;149
2014;Onondaga;Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;204;149;239;92;271
2014;Richmond;Non-Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;204;89;318;93;274
2014;Ulster;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;204;117;201;103;364
2014;Albany;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;205;111;219;135;648
2014;Dutchess;Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;205;52;67;71;181
2014;Greene;Non-Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;205;57;110;107;386
2014;Monroe;Non-Dual;Mental Diseases And Disorders;Conduct Disorder - Severe;205;50;104;123;624
2014;Niagara;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;205;99;205;130;415
2014;Niagara;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Cardiovascular Diagnoses - Major;205;120;284;119;394
2014;Onondaga;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;205;85;123;64;152
2014;Rockland;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;205;150;384;133;463
2014;Ulster;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;205;141;249;115;387
2014;Broome;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;206;137;191;93;281
2014;Rensselaer;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;206;148;276;113;590
2014;Broome;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;207;138;249;143;660
2014;Cortland;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;207;89;133;60;188
2014;Franklin;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;207;68;117;127;447
2014;Herkimer;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;207;117;173;80;191
2014;Schenectady;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;207;150;240;94;276
2014;Washington;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;207;96;179;116;322
2014;Chemung;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;208;69;161;111;356
2014;Clinton;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;208;123;168;62;129
2014;Oneida;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;208;77;127;60;144
2014;Orange;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;208;91;137;75;635
2014;Rockland;Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;208;95;159;70;190
2014;Cattaraugus;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;209;77;105;88;225
2014;Greene;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;209;89;142;63;175
2014;Monroe;Dual;Diabetes Mellitus;Diabetes with Circulatory Complication;209;97;156;80;293
2014;Onondaga;Dual;Diseases And Disorders Of The Cardiovascular System;History of Percutaneous Transluminal Coronary Angioplasty;209;165;262;102;374
2014;Oswego;Dual;Diabetes Mellitus;Diabetic Neuropathy;209;88;143;82;233
2014;Oswego;Dual;Mental Diseases And Disorders;Schizophrenia;209;82;133;78;254
2014;Otsego;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;209;97;136;71;183
2014;Yates;Dual;Diabetes Mellitus;Diabetes;209;52;67;62;128
2014;Broome;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;210;140;322;120;562
2014;Chemung;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;210;149;224;107;362
2014;Rensselaer;Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;210;93;175;137;655
2014;Steuben;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;210;49;81;113;414
2014;Tioga;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;210;74;127;90;239
2014;Wayne;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;210;127;195;80;269
2014;Cortland;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;211;72;142;115;414
2014;Dutchess;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;211;119;178;85;236
2014;Jefferson;Dual;Diseases And Disordes Of The Respiratory System;Asthma;211;76;107;107;263
2014;Montgomery;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;211;61;91;86;244
2014;Onondaga;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder - Severe;211;92;237;131;618
2014;Ontario;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;211;64;86;91;276
2014;Queens;Dual;Substance Abuse;Delirium Tremens;211;175;484;115;712
2014;Saratoga;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;211;74;109;72;227
2014;St Lawrence;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;211;142;211;89;184
2014;Chautauqua;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;212;92;143;78;180
2014;Delaware;Non-Dual;Substance Abuse;Opioid Abuse;212;59;104;112;312
2014;New York;Dual;Substance Abuse;Cocaine Abuse - Continuous;212;205;876;138;633
2014;New York;Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;212;191;833;138;656
2014;Orleans;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;212;82;113;54;149
2014;Rockland;Dual;Diabetes Mellitus;Diabetic Neuropathy;213;69;108;80;210
2014;Schenectady;Dual;Substance Abuse;Chronic Alcohol Abuse;213;124;237;129;661
2014;Schuyler;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;213;67;109;111;404
2014;Cattaraugus;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;214;111;167;86;188
2014;Chemung;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;214;141;365;157;906
2014;Madison;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;214;70;152;133;521
2014;Montgomery;Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;214;74;107;87;237
2014;Oneida;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;214;70;202;117;425
2014;Oswego;Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;214;141;249;81;257
2014;Tioga;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;214;69;118;94;245
2014;Westchester;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;214;174;487;121;414
2014;Bronx;Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;215;206;708;128;388
2014;Madison;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;215;74;140;118;299
2014;Montgomery;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;215;79;143;127;437
2014;Nassau;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Defibrillator Status;215;152;473;99;294
2014;Onondaga;Dual;Substance Abuse;Opioid Abuse;215;136;313;119;601
2014;Putnam;Non-Dual;Substance Abuse;Other Significant Drug Abuse;215;108;315;126;350
2014;Rockland;Non-Dual;Diabetes Mellitus;Diabetes - Juvenile Onset;215;75;220;82;255
2014;Rockland;Non-Dual;Substance Abuse;Opioid Abuse - Continuous;215;170;459;153;533
2014;Ulster;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;215;114;273;129;473
2014;Clinton;Dual;Diseases And Disorders Of The Cardiovascular System;Cardiac Dysrhythmia and Conduction Disorders;216;158;255;84;189
2014;Dutchess;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;216;71;110;94;357
2014;Schenectady;Dual;Mental Diseases And Disorders;Post Traumatic Stress Disorder;216;77;149;116;507
2014;Otsego;Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;217;96;139;72;218
2014;Rockland;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;217;118;275;104;278
2014;Broome;Dual;Diabetes Mellitus;Diabetic Neuropathy;218;84;122;76;221
2014;Dutchess;Dual;Mental Diseases And Disorders;Depressive Psychosis - Severe;218;72;122;81;328
2014;Herkimer;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;218;115;213;104;260
2014;Montgomery;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;218;60;155;134;506
2014;Richmond;Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;218;166;320;83;193
2014;Suffolk;Non-Dual;Diabetes Mellitus;Diabetic Ketoacidosis;218;206;544;128;385
2014;Cattaraugus;Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;219;72;107;97;294
2014;Cattaraugus;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;219;66;123;134;421
2014;Cayuga;Non-Dual;Substance Abuse;Drug Abuse - Cannabis/NOS/NEC;219;153;399;157;781
2014;Chemung;Dual;Mental Diseases And Disorders;Schizophrenia;219;88;145;105;383
2014;Dutchess;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;219;142;373;114;416
2014;Lewis;Dual;Diseases And Disorders Of The Cardiovascular System;Hypertension;219;58;79;65;125
2014;Niagara;Non-Dual;Substance Abuse;Other Significant Drug Abuse - Continuous;219;202;436;152;580
2014;Oneida;Dual;Diseases And Disorders Of The Cardiovascular System;Angina and Ischemic Heart Disease;219;129;205;81;228
2014;St Lawrence;Non-Dual;Diabetes Mellitus;Diabetic Neuropathy;220;63;157;135;414
2014;Tioga;Dual;Mental Diseases And Disorders;Depression;220;72;99;30;70
2014;Ulster;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;220;168;290;109;369
2014;Warren;Non-Dual;Substance Abuse;Opioid Abuse;220;91;185;120;382
2014;Allegany;Non-Dual;Mental Diseases And Disorders;Bi-Polar Disorder;221;61;131;138;486
2014;Lewis;Non-Dual;Mental Diseases And Disorders;Attention Deficit / Hyperactivity Disorder;221;22;39;96;247
2014;Montgomery;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;221;36;65;103;298
2014;Rockland;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;221;160;257;80;178
2014;Wayne;Non-Dual;Substance Abuse;Other Significant Drug Abuse;221;82;123;119;314
2014;Madison;Non-Dual;Substance Abuse;Chronic Alcohol Abuse;222;135;289;132;488
2014;Monroe;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Major Chronic Pulmonary Diagnoses;222;155;399;114;425
2014;Oneida;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Malignant and Other Significant Hypertension;222;144;348;121;418
2014;Orleans;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;222;63;111;113;305
2014;Tompkins;Non-Dual;Mental Diseases And Disorders;Conduct, Impulse Control, and Other Disruptive Behavior Disorders;222;56;129;87;300
2014;Tompkins;Non-Dual;Substance Abuse;Opioid Abuse;222;147;316;134;375
2014;Chemung;Dual;Diseases And Disorders Of The Cardiovascular System;Atrial Fibrillation;223;125;198;100;295
2014;Fulton;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;223;90;186;117;396
2014;Lewis;Non-Dual;Mental Diseases And Disorders;Chronic Stress and Anxiety Diagnoses;223;45;101;121;440
2014;Montgomery;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;223;131;185;81;226
2014;New York;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Other Major Congenital Heart Diagnoses Except Valvular;223;142;422;106;383
2014;Orange;Non-Dual;HIV Infection;HIV Disease;223;48;106;97;377
2014;Queens;Non-Dual;Diabetes Mellitus;Diabetic Coma;223;152;426;97;674
2014;Saratoga;Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;223;141;221;98;283
2014;Ulster;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;223;90;146;113;418
2014;Wyoming;Dual;Diabetes Mellitus;Diabetes;223;70;98;49;110
2014;Chenango;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Atherosclerosis;224;103;143;78;172
2014;Clinton;Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Minor;224;94;138;80;194
2014;Fulton;Dual;Diseases And Disorders Of The Cardiovascular System;Congestive Heart Failure;224;122;169;83;229
2014;Queens;Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;224;117;238;54;99
2014;Queens;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;224;141;280;67;114
2014;Greene;Non-Dual;Mental Diseases And Disorders;Chronic Mental Health Diagnoses - Moderate;225;67;133;116;422
2014;Kings;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Coronary Graft Atherosclerosis;225;139;340;88;161
2014;Niagara;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;225;161;240;88;217
2014;Saratoga;Non-Dual;Substance Abuse;Cocaine Abuse;225;133;258;140;434
2014;Westchester;Non-Dual;Diabetes Mellitus;Diabetic Nephropathy;225;111;319;106;307
2014;Wyoming;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;225;55;115;114;417
2014;Allegany;Non-Dual;Mental Diseases And Disorders;Schizophrenia;226;50;100;119;364
2014;Cattaraugus;Dual;Diseases And Disordes Of The Respiratory System;Asthma;226;90;125;94;313
2014;Delaware;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Obstructive Pulmonary Disease and Bronchiectasis;226;67;146;130;497
2014;Erie;Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;226;175;274;93;273
2014;Erie;Non-Dual;Diseases And Disorders Of The Cardiovascular System;History of Coronary Artery Bypass Graft;226;142;270;139;589
2014;Erie;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Unstable Angina;226;194;433;155;645
2014;Nassau;Non-Dual;Substance Abuse;Cocaine Abuse - Continuous;226;204;756;155;812
2014;Oneida;Dual;Diseases And Disorders Of The Cardiovascular System;History of Myocardial Infarction;226;175;248;78;203
2014;Putnam;Non-Dual;Mental Diseases And Disorders;Schizophrenia;226;79;193;113;286
2014;Seneca;Non-Dual;Mental Diseases And Disorders;Depressive and Other Psychoses;226;69;96;119;265
2014;Clinton;Dual;Mental Diseases And Disorders;Bi-Polar Disorder;227;79;115;87;229
2014;Montgomery;Non-Dual;Diseases And Disordes Of The Respiratory System;Other Chronic Pulmonary Diagnoses;227;92;198;142;546
2014;New York;Non-Dual;Diseases And Disordes Of The Respiratory System;Chronic Bronchitis;227;83;338;84;604
2014;Oneida;Dual;Diseases And Disorders Of The Cardiovascular System;Valvular Disorders;227;138;223;84;240
2014;Richmond;Non-Dual;Diseases And Disorders Of The Cardiovascular System;Chronic Cardiovascular Diagnoses - Minor;227;180;554;120;454
