Indicator,Indicator_Number,County_name,County,Year,Output,Measure
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Oneida County,65,2003,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2003,2474276,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2003,2338131,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2003,22045416,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2003,7496294,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2003,423282,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Schenectady C,93,2003,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2003,229871,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2003,19522178,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2003,8758119,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2004,1808084,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2004,10931603,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2004,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2004,5804941,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2004,86142,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2004,24042035,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2004,3920179,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2004,8207678,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2004,18635143,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2004,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2004,3007418,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2004,2207849,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2004,15823122,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2004,4203751,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2004,356893,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2004,339769,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2004,4422528,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2004,2798703,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2005,3683957,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2005,16310203,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2005,849414,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2005,8362793,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2005,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2005,23700539,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2005,7351492,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2005,12576623,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2005,23539104,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2005,4316649,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2005,2757904,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2005,1177438,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2005,13118520,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2005,2690568,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2005,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2005,110696,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2005,9064803,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2005,2862953,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2006,1120797,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2006,12762878,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2006,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2006,2815257,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2006,44214,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2006,23817541,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2006,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2006,4242020,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2006,28563591,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2006,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2006,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2006,1195727,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2006,15113517,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2006,4210477,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2006,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2006,208969,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2006,4643134,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2006,5666175,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2007,666115,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2007,14161331,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2007,430005,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2007,7159335,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2007,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2007,15232192,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2007,2267444,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2007,4509790,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2007,19081380,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2007,1357995,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2007,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2007,2298963,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2007,11968872,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2007,1375158,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2007,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2007,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2007,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2007,2937035,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2008,614209,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2008,2901884,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2008,8238824,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2008,4098916,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2008,9496115,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2008,1154901,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2008,2236515,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2008,1398767,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2008,112609,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2008,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2008,2875369,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2009,2929069,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2009,939935,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2009,8107403,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2009,4698799,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,St. Lawrence,89,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2009,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2010,4439735,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2010,1921536,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2010,8102160,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2010,2447766,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2010,4747088,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2010,1195391,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2010,4645880,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2010,1427646,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2010,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2010,4743204,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2010,2940233,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2011,317241,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Nassau County,59,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Westchester C,119,2011,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2012,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Niagara Count,63,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2013,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2014,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2015,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2016,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Albany County,1,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Bronx County,5,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Chautauqua Co,13,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Erie County,29,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Essex County,31,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Kings County,47,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Monroe County,55,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,New York Coun,61,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Onondaga Coun,67,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Orange County,71,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Queens County,81,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Richmond Coun,85,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Steuben Count,101,2017,0,Person Days
Fine Particulate (PM2.5): Person Days Above National Ambient Air Quality Standard,3,Suffolk Count,103,2017,0,Person Days
