Indicator,Indicator_Number,County_name,County,Year,Output,Measure
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2008,14283198,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2009,4750293,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2010,9531180,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2011,16095330,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2012,11375847,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2013,1630453,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2014,4903404,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2015,6564672,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,New York Coun,61,2016,6574936,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2000,1976580,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2001,5900904,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2002,5453175,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2003,3053008,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2004,2177370,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2005,5854086,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2007,4100029,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2008,863172,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2009,432086,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2010,1298934,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2011,1078645,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2012,2363251,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2013,214267,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2015,212522,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Niagara Count,63,2016,635274,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2000,705438,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2001,2108223,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2002,3277092,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2003,1873944,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2004,703962,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2005,702846,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2006,234229,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2007,937952,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2008,468964,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2009,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2010,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2011,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oneida County,65,2012,468122,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2000,3664272,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2001,7795792,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2002,11027616,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2003,2765766,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2004,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2005,6452740,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2006,1843700,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2007,6919305,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2008,1390416,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2009,465633,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2010,2337610,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2011,935826,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2012,3741696,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2015,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Onondaga Coun,67,2016,932388,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2000,3428920,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2001,8344176,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2002,3882725,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2003,4663451,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2004,2903472,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2005,6925918,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2006,3302172,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2007,5895424,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2008,2591407,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2009,1116237,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2010,2987872,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2011,1123074,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2012,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2015,1508520,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Orange County,71,2016,379210,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2003,1354320,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2004,616700,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2005,1962240,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2006,611770,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2007,1466556,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2008,489464,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2009,122055,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2010,488516,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2011,243998,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2012,486204,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2015,119962,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Oswego County,75,2016,118987,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2000,1248637,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2001,2329320,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2002,3439205,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2003,1187568,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2004,795744,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2005,2091075,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2006,496785,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2007,1591264,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2008,696759,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2009,298998,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2010,698789,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2011,299874,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2012,299151,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2013,99678,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2015,198530,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Putnam County,79,2016,494500,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2000,22305010,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2001,40163688,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2002,46714647,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2003,22146080,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2004,8794064,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2005,28407886,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2006,23912482,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2007,17418808,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2008,24129853,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2009,2217166,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2010,17882480,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2011,27117072,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2012,31892336,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2013,11487990,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2014,2314149,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2015,11636140,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Queens County,81,2016,13998324,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2002,5050320,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2003,1387809,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2004,2021799,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2005,2185456,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2006,943872,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2007,1424187,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2008,795055,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2009,477450,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2010,956082,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2011,159694,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rensselaer Co,83,2012,479007,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2000,10240405,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2001,13019869,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2002,17659707,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2004,5482152,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2005,9597588,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2006,8236386,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2007,6434988,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2008,927402,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2009,5136615,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2010,9863826,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2011,8009584,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2012,6593692,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2013,1890060,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2014,2365710,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2015,4739690,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Richmond Coun,85,2016,4760150,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2010,3125330,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2011,2841948,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2012,2542104,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2013,960963,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2015,1627455,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Rockland Coun,87,2016,1307120,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2000,806056,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2001,4283454,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2002,3096690,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2003,2722330,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2004,1903302,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2005,2768675,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2006,1073135,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2007,4100162,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2008,1955538,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2009,437304,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2010,880376,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2011,221166,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2012,445106,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2015,226140,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Saratoga Coun,91,2016,681159,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2000,439743,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2001,2195010,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2002,2207985,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2003,887346,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2004,446700,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2005,1051400,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2006,151768,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2007,304550,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2008,613440,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2009,154050,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Schenectady C,93,2010,464688,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2006,295419,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2007,689787,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2008,296178,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2009,98949,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2010,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2011,99272,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2012,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2015,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Steuben Count,101,2016,193880,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2000,25633458,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2001,34619712,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2002,64096780,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2003,36771225,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2004,23651440,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2005,38419862,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2006,26561268,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2007,35406120,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2008,34045014,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2009,10410442,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2010,37368675,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2011,25504403,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2012,19491966,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2013,13506984,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2014,1500008,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2015,20970642,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Suffolk Count,103,2016,11940664,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Tompkins Coun,109,2012,618810,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Tompkins Coun,109,2013,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Tompkins Coun,109,2014,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Tompkins Coun,109,2015,0,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Tompkins Coun,109,2016,209742,Person Days
Ozone: Person Days with Maximum 8-Hour Average Concentration Above National Ambient Air Quality Standard,2,Ulster County,111,2000,1778100,Person Days
